         390556 function calls (381743 primitive calls) in 22.466 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.019    0.019 __init__.py:1029(Environment)
        1    0.000    0.000    0.019    0.019 __init__.py:256(get_supported_platform)
        1    0.014    0.014    0.019    0.019 __init__.py:463(get_build_platform)
      142    0.004    0.000    0.019    0.000 pyparsing.py:2772(parseImpl)
       68    0.002    0.000    0.019    0.000 ops.py:1165(_arith_method_FRAME)
1717/1659    0.011    0.000    0.019    0.000 {issubclass}
       24    0.001    0.000    0.019    0.001 pyparsing.py:3424(parseImpl)
       39    0.005    0.000    0.019    0.000 abc.py:86(__new__)
        1    0.018    0.018    0.019    0.019 engines.py:2(<module>)
        3    0.000    0.000    0.019    0.006 __init__.py:71(search_function)
        1    0.018    0.018    0.019    0.019 scope.py:2(<module>)
        1    0.014    0.014    0.019    0.019 moments.py:4(<module>)
        1    0.018    0.018    0.018    0.018 escape_codes.py:7(<module>)
      116    0.009    0.000    0.018    0.000 expr.py:151(<genexpr>)
      144    0.002    0.000    0.018    0.000 cm.py:65(_generate_cmap)
      334    0.010    0.000    0.018    0.000 colors.py:265(to_rgb)
        1    0.000    0.000    0.018    0.018 sysconfig.py:10(<module>)
        1    0.003    0.003    0.018    0.018 _base.py:395(_AxesBase)
       10    0.000    0.000    0.018    0.002 __init__.py:2931(split_sections)
        3    0.000    0.000    0.018    0.006 textwrap.py:115(__init__)
        1    0.015    0.015    0.017    0.017 case.py:1(<module>)
     3814    0.017    0.000    0.017    0.000 {min}
     3279    0.017    0.000    0.017    0.000 {built-in method __new__ of type object at 0x7fb5a6ff6440}
        1    0.016    0.016    0.016    0.016 hashlib.py:56(<module>)
      149    0.005    0.000    0.016    0.000 inspect.py:51(ismodule)
      800    0.016    0.000    0.016    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.016    0.016 frame.py:4(<module>)
       93    0.001    0.000    0.016    0.000 posixpath.py:358(abspath)
        1    0.015    0.015    0.016    0.016 backend_tools.py:12(<module>)
        1    0.008    0.008    0.016    0.016 panel4d.py:1(<module>)
        1    0.013    0.013    0.015    0.015 resample.py:1(<module>)
     1382    0.015    0.000    0.015    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      983    0.010    0.000    0.015    0.000 feedparser.py:73(readline)
        1    0.000    0.000    0.015    0.015 specifiers.py:214(LegacySpecifier)
       10    0.007    0.001    0.015    0.001 feedparser.py:452(_parse_headers)
     1009    0.011    0.000    0.015    0.000 inspect.py:142(isfunction)
      339    0.005    0.000    0.015    0.000 abc.py:128(__instancecheck__)
        2    0.000    0.000    0.015    0.007 rcsetup.py:109(validate_path_exists)
        6    0.008    0.001    0.015    0.002 patches.py:1720(_pprint_table)
    14/10    0.000    0.000    0.014    0.001 __init__.py:319(wrapper)
        4    0.001    0.000    0.014    0.004 generic.py:5328(_add_numeric_operations)
      165    0.005    0.000    0.014    0.000 __init__.py:765(add)
        1    0.008    0.008    0.014    0.014 strings.py:1(<module>)
      172    0.006    0.000    0.014    0.000 pyparsing.py:640(__iadd__)
        1    0.001    0.001    0.014    0.014 __init__.py:756(matplotlib_fname)
        1    0.003    0.003    0.014    0.014 colors.py:48(<module>)
       99    0.008    0.000    0.014    0.000 posixpath.py:329(normpath)
        1    0.000    0.000    0.014    0.014 panel.py:3(<module>)
      551    0.014    0.000    0.014    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      256    0.005    0.000    0.014    0.000 pyparsing.py:3398(<genexpr>)
      324    0.008    0.000    0.014    0.000 pyparsing.py:397(__setitem__)
       34    0.004    0.000    0.014    0.000 pyparsing.py:4227(postParse)
        1    0.013    0.013    0.013    0.013 expressions.py:7(<module>)
        1    0.013    0.013    0.013    0.013 terminal.py:13(<module>)
        1    0.009    0.009    0.013    0.013 pickle.py:1(<module>)
        1    0.012    0.012    0.013    0.013 io.py:34(<module>)
        1    0.004    0.004    0.013    0.013 version.py:27(<module>)
        1    0.012    0.012    0.013    0.013 _parseaddr.py:7(<module>)
      900    0.008    0.000    0.013    0.000 copy_reg.py:92(__newobj__)
      653    0.008    0.000    0.013    0.000 posixpath.py:61(join)
     3897    0.013    0.000    0.013    0.000 {method 'endswith' of 'str' objects}
       48    0.001    0.000    0.013    0.000 pyparsing.py:1419(tryParse)
        2    0.000    0.000    0.013    0.006 core.py:600(make_context)
       51    0.000    0.000    0.013    0.000 specifiers.py:725(<genexpr>)
       40    0.001    0.000    0.013    0.000 config.py:719(inner)
      172    0.003    0.000    0.013    0.000 version.py:236(__str__)
       45    0.002    0.000    0.013    0.000 groupby.py:2526(_whitelist_method_generator)
        1    0.000    0.000    0.013    0.013 __init__.py:2618(get_entry_info)
       24    0.001    0.000    0.013    0.001 specifiers.py:163(contains)
       10    0.003    0.000    0.012    0.001 colors.py:750(from_list)
        1    0.000    0.000    0.012    0.012 __init__.py:2606(get_entry_map)
        1    0.000    0.000    0.012    0.012 texmanager.py:35(<module>)
        6    0.000    0.000    0.012    0.002 __init__.py:2734(_reload_version)
        1    0.000    0.000    0.012    0.012 __init__.py:2334(parse_map)
        1    0.012    0.012    0.012    0.012 tzfile.py:4(<module>)
        6    0.000    0.000    0.012    0.002 __init__.py:2363(_version_from_file)
        1    0.000    0.000    0.012    0.012 font_manager.py:959(pickle_load)
   105/97    0.001    0.000    0.012    0.000 pyparsing.py:3535(__str__)
      6/2    0.000    0.000    0.012    0.006 pyparsing.py:4142(streamline)
     2038    0.012    0.000    0.012    0.000 {method 'split' of 'unicode' objects}
        1    0.000    0.000    0.012    0.012 texmanager.py:89(TexManager)
        1    0.012    0.012    0.012    0.012 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.012    0.012 urllib2.py:852(AbstractBasicAuthHandler)
       40    0.007    0.000    0.012    0.000 config.py:410(register_option)
      605    0.010    0.000    0.012    0.000 pyparsing.py:1328(preParse)
     2878    0.012    0.000    0.012    0.000 {method 'group' of '_sre.SRE_Match' objects}
     3634    0.012    0.000    0.012    0.000 {method 'lower' of 'str' objects}
      121    0.010    0.000    0.012    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.003    0.003    0.011    0.011 patches.py:3095(ArrowStyle)
     1467    0.011    0.000    0.011    0.000 {method 'update' of 'dict' objects}
       66    0.001    0.000    0.011    0.000 pyparsing.py:1907(__or__)
        1    0.010    0.010    0.011    0.011 {cPickle.load}
        1    0.000    0.000    0.011    0.011 config.py:350(BaseConfigurator)
        1    0.008    0.008    0.011    0.011 stata.py:11(<module>)
        1    0.008    0.008    0.011    0.011 ctypeslib.py:51(<module>)
        2    0.000    0.000    0.011    0.006 core.py:868(parse_args)
      149    0.005    0.000    0.011    0.000 pyparsing.py:3678(__init__)
        1    0.001    0.001    0.011    0.011 scale.py:1(<module>)
      546    0.011    0.000    0.011    0.000 {method 'strip' of 'str' objects}
        1    0.011    0.011    0.011    0.011 print_versions.py:1(<module>)
        1    0.002    0.002    0.011    0.011 urlparse.py:29(<module>)
        1    0.010    0.010    0.011    0.011 relativedelta.py:2(<module>)
        1    0.002    0.002    0.011    0.011 patches.py:1862(BoxStyle)
        1    0.010    0.010    0.011    0.011 utils.py:2(<module>)
        1    0.010    0.010    0.011    0.011 tools.py:1(<module>)
        4    0.000    0.000    0.011    0.003 __init__.py:600(_get_config_or_cache_dir)
      678    0.011    0.000    0.011    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
    51/35    0.005    0.000    0.010    0.000 abc.py:148(__subclasscheck__)
       43    0.001    0.000    0.010    0.000 core.py:113(get_object_signature)
        1    0.010    0.010    0.010    0.010 merge.py:3(<module>)
     1728    0.010    0.000    0.010    0.000 sre_parse.py:92(__init__)
      106    0.005    0.000    0.010    0.000 pyparsing.py:2371(__init__)
        6    0.000    0.000    0.010    0.002 {next}
       14    0.010    0.001    0.010    0.001 pyparsing.py:4784(tokenMap)
        2    0.000    0.000    0.010    0.005 config.py:693(configure_handler)
       66    0.001    0.000    0.010    0.000 pyparsing.py:3499(__init__)
        1    0.010    0.010    0.010    0.010 csv.py:4(<module>)
    28/22    0.000    0.000    0.010    0.000 specifiers.py:267(wrapped)
        1    0.006    0.006    0.010    0.010 multi.py:3(<module>)
       22    0.000    0.000    0.010    0.000 pyparsing.py:1181(setResultsName)
        1    0.006    0.006    0.010    0.010 _mathtext_data.py:3(<module>)
     1453    0.010    0.000    0.010    0.000 six.py:184(find_module)
        1    0.003    0.003    0.010    0.010 groupby.py:2587(SeriesGroupBy)
        4    0.000    0.000    0.010    0.002 decorators.py:114(decorator)
        1    0.003    0.003    0.010    0.010 groupby.py:3686(DataFrameGroupBy)
        4    0.000    0.000    0.010    0.002 decorators.py:69(_make_command)
        2    0.000    0.000    0.010    0.005 textwrap.py:356(fill)
        2    0.000    0.000    0.009    0.005 pyparsing.py:4640(originalTextFor)
       40    0.002    0.000    0.009    0.000 ops.py:1027(_flex_method_SERIES)
        1    0.000    0.000    0.009    0.009 py3k.py:71(sixu)
      211    0.007    0.000    0.009    0.000 version.py:343(_cmpkey)
      162    0.002    0.000    0.009    0.000 pyparsing.py:1046(wrapper)
        1    0.001    0.001    0.009    0.009 util.py:5(<module>)
      100    0.001    0.000    0.009    0.000 pyparsing.py:1461(set)
       26    0.000    0.000    0.009    0.000 core.py:6353(__init__)
       54    0.009    0.000    0.009    0.000 pyplot.py:2474(_autogen_docstring)
       72    0.002    0.000    0.009    0.000 cm.py:52(_reverse_cmap_spec)
        1    0.001    0.001    0.009    0.009 groupby.py:912(GroupBy)
      469    0.002    0.000    0.009    0.000 pyparsing.py:3540(<genexpr>)
       26    0.001    0.000    0.009    0.000 core.py:6358(getdoc)
        2    0.000    0.000    0.009    0.004 panel.py:1472(_add_aggregate_operations)
       41    0.003    0.000    0.009    0.000 decorators.py:266(make_signature)
      997    0.006    0.000    0.009    0.000 sre_compile.py:101(fixup)
      280    0.004    0.000    0.009    0.000 sre_parse.py:236(_class_escape)
      599    0.006    0.000    0.009    0.000 inspect.py:67(ismethod)
      203    0.002    0.000    0.008    0.000 sre_parse.py:189(__init__)
      408    0.005    0.000    0.008    0.000 sre_parse.py:268(_escape)
        1    0.008    0.008    0.008    0.008 pytables.py:1(<module>)
        1    0.008    0.008    0.008    0.008 tempfile.py:18(<module>)
        1    0.008    0.008    0.008    0.008 algorithms.py:4(<module>)
     2234    0.008    0.000    0.008    0.000 {method 'find' of 'bytearray' objects}
      210    0.003    0.000    0.008    0.000 re.py:138(match)
       40    0.001    0.000    0.008    0.000 message.py:432(get_content_type)
        1    0.006    0.006    0.008    0.008 tdi.py:1(<module>)
        1    0.007    0.007    0.008    0.008 lazy.py:1(<module>)
        1    0.001    0.001    0.008    0.008 core.py:1021(invoke)
      116    0.004    0.000    0.008    0.000 collections.py:71(__setitem__)
        1    0.003    0.003    0.008    0.008 scale.py:619(get_scale_docs)
       50    0.003    0.000    0.008    0.000 colors.py:334(to_rgba)
        4    0.000    0.000    0.008    0.002 __init__.py:212(_is_writable_dir)
      173    0.002    0.000    0.008    0.000 __init__.py:1375(safe_name)
        2    0.000    0.000    0.008    0.004 __init__.py:660(_get_cachedir)
        1    0.000    0.000    0.008    0.008 table.py:21(<module>)
       67    0.006    0.000    0.008    0.000 cm.py:35(revcmap)
     1403    0.008    0.000    0.008    0.000 {range}
        1    0.000    0.000    0.007    0.007 panelnd.py:8(create_nd_panel_factory)
        4    0.000    0.000    0.007    0.002 pyparsing.py:1265(addParseAction)
        4    0.000    0.000    0.007    0.002 pyparsing.py:4409(delimitedList)
       21    0.007    0.000    0.007    0.000 {method 'groups' of '_sre.SRE_Match' objects}
       40    0.004    0.000    0.007    0.000 message.py:354(get)
      573    0.007    0.000    0.007    0.000 pyparsing.py:1121(__init__)
        1    0.000    0.000    0.007    0.007 generic.py:94(NDFrame)
     1208    0.007    0.000    0.007    0.000 {method 'partition' of 'str' objects}
        1    0.002    0.002    0.007    0.007 mlab.py:163(<module>)
       13    0.002    0.000    0.007    0.001 ops.py:145(add_methods)
      831    0.005    0.000    0.007    0.000 collections.py:349(<genexpr>)
       34    0.003    0.000    0.007    0.000 {filter}
        1    0.000    0.000    0.007    0.007 __init__.py:2228(EntryPoint)
        1    0.000    0.000    0.007    0.007 artist.py:1021(ArtistInspector)
        1    0.001    0.001    0.007    0.007 encoder.py:2(<module>)
        1    0.000    0.000    0.007    0.007 dtypes.py:152(DatetimeTZDtype)
        1    0.000    0.000    0.007    0.007 window.py:1179(Expanding)
       13    0.002    0.000    0.007    0.001 path.py:103(__init__)
      114    0.002    0.000    0.007    0.000 pyparsing.py:732(copy)
        1    0.004    0.004    0.007    0.007 html.py:4(<module>)
        1    0.006    0.006    0.007    0.007 plotting.py:136(_mpl_ge_1_5_0)
       30    0.000    0.000    0.007    0.000 message.py:456(get_content_maintype)
       27    0.000    0.000    0.007    0.000 version.py:24(parse)
        3    0.007    0.002    0.007    0.002 __init__.py:75(CFUNCTYPE)
        5    0.000    0.000    0.007    0.001 _unicodefun.py:30(_check_for_unicode_literals)
       38    0.003    0.000    0.007    0.000 _inspect.py:142(formatargspec)
      599    0.004    0.000    0.007    0.000 inspect.py:209(iscode)
        5    0.006    0.001    0.006    0.001 _unicodefun.py:15(_find_unicode_literals_frame)
        1    0.000    0.000    0.006    0.006 __init__.py:895(__init__)
     1731    0.006    0.000    0.006    0.000 {callable}
      497    0.004    0.000    0.006    0.000 __init__.py:2450(key)
        1    0.001    0.001    0.006    0.006 strings.py:1297(StringMethods)
       65    0.001    0.000    0.006    0.000 pyparsing.py:4189(__init__)
        1    0.000    0.000    0.006    0.006 version.py:63(StrictVersion)
     1157    0.006    0.000    0.006    0.000 {method 'pop' of 'list' objects}
        1    0.001    0.001    0.006    0.006 figure.py:242(Figure)
      400    0.004    0.000    0.006    0.000 pyparsing.py:2163(__hash__)
        1    0.000    0.000    0.006    0.006 frame.py:204(DataFrame)
       28    0.001    0.000    0.006    0.000 panel.py:1490(_panel_arith_method)
        2    0.000    0.000    0.006    0.003 core.py:810(make_parser)
